ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Soil cover in the southern forest-steppe of the Central Russian Upland against the background of centennial climate fluctuations;['SMIRNOVA LG', 'KUKHARUK NS', 'CHENDEV YG'];['AFANASEVA EA', 'GERTSYK V V', 'RODE A A', 'KHITROV N B', 'RUKHOVICH D I', 'KALININA N V', 'PURTON KENDRA', 'PENNOCK DAN', 'LEINWEBER PETER', 'ROUTSCHEK A', 'SCHMIDT J', 'KREIENKAMP F'];EURASIAN SOIL SCIENCE;Russia
Quantification of the vertical translocation rate of soil solid-phase material by the magnetic tracer method;['ZHIDKIN AP', 'GENNADIEV AN'];['ABATUROV BD', 'ALEKSANDROVSKII A L', 'BASEVICH V F', 'DMITRIYEV YE A', 'CAPOWIEZ YVAN', 'SAMMARTINO STEPHANE', 'MICHEL ERIC', 'ELLISON L', 'GENNADIEV A N', 'KOSHOVSKII T S', 'ZHIDKIN A P', 'OLSON K R', 'CHERNYANSKII SS', 'KOVACH RG', 'HOLE FRANCIS D', 'HUMPHREYS GS', 'HUPY JOSEPK P', 'SCKAETZL RANDALL J', 'JOHNSON DL', 'DOMIER JEJ', 'JOHNSON DN', 'WATSONSTEGNER D'];EURASIAN SOIL SCIENCE;Russia
Maps of averaged spectral deviations from soil lines and their comparison with traditional soil maps;['RUKHOVICH DI', 'RUKHOVICH AD', 'RUKHOVICH DD', 'SIMAKOVA MS', 'KULYANITSA AL', 'BRYZZHEV AV', 'KOROLEVA PV'];['BARET F', 'GUYOT G', 'BRYZZHEV A V', 'RUKHOVICH D I', 'KOROLEVA P V', 'CRIPPEN RE', 'FOX GA', 'SABBAGH GJ', 'SEARCY SW', 'HUETE A R', 'JORDAN CF', 'KRIEGLER FJ', 'MALILA WA', 'NALEPKA RF', 'SIMAKOVA M S'];EURASIAN SOIL SCIENCE;Russia
Transformation of nitrogen compounds in the tundra soils of Northern Fennoscandia;['MASLOV MN', 'MAKAROV MI'];['BROOKES PC', 'LANDMAN A', 'PRUDEN G', 'EDWARDS KATE A', 'MCCULLOCH JENNIFER', 'KERSHAW G PETER', 'FISK MC', 'SCHMIDT SK', 'FREEMAN C', 'OSTLE N', 'KANG H', 'HOBBIE ERIK A', 'HOGBERG PETER', 'JAEGER CH', 'MONSON RK', 'JONASSON S', 'MICHELSEN A', 'SCHMIDT IK', 'HAVSTROM M', 'JENSEN M', 'CASTRO J', 'KUZYAKOV YAKOV', 'XU XINGLIANG', 'MAKAROV M I', 'SHULEVA M S', 'MALYSHEVA T I', 'LEOSHKINA N A', 'ERMAK A A', 'MASLOV M N', 'MOORE TIM', 'BASILIKO NATE', 'NADELHOFFER KJ', 'GIBLIN AE', 'SHAVER GR', 'SCHIMEL JP', 'BENNETT J', 'CHAPIN FS', 'BILBROUGH C', 'WELKER JA', 'LIPSON DA', 'SOUDZILOVSKAIA NA', 'ONIPCHENKO VG', 'STARK S', 'KYTOVIITA MM', 'GRELLMANN D', 'VANCE ED', 'JENKINSON DS', 'ZAK DR', 'GROFFMAN PM', 'PREGITZER KS', 'ZELLER V', 'BAHN M', 'AICHNER M'];EURASIAN SOIL SCIENCE;Russia
The influence of aminopolycarboxylates on the sorption of copper (II) cations by (Hydro)oxides of iron, Aluminum, and manganese;['KROPACHEVA TN', 'ANTONOVA AS', 'KORNEV VI'];['BURNETT MG', 'HARDACRE C', 'MALLON JM', 'CRISTIANO ELENA', 'HU YUNG-JIN', 'SIEGFRIED MATTHEW', 'GIRVIN DC', 'GASSMAN PL', 'BOLTON H', 'KNEPPER TP', 'KOPTSIK G N', 'LESTAN DOMEN', 'LUO CHUN-LING', 'LI XIANG-DONG', 'NOWACK B', 'LUTZENKIRCHEN J', 'BEHRA P', 'SIGG L', 'OVIEDO C', 'RODRIGUEZ J', 'PECHENYUK SI', 'ROGACHEV DL', 'KASIKOV AG', 'PERELOMOV L V', 'PINSKIY D L', 'VIOLANTE A', 'PLEKHANOVA I O', 'BAMBUSHEVA V A', 'PRETORIUS PJ', 'LINDER PW', 'TONKIN JW', 'BALISTRIERI LS', 'MURRAY JW', 'TRIPATHY SS', 'KANUNGO SB', 'MISHRA SK'];EURASIAN SOIL SCIENCE;Russia
Mathematical modeling of water fluxes in arable chernozems under different land use;"[""ARKHANGEL'SKAYA TA"", 'KHOKHLOVA OS', 'MYAKSHINA TN']";['BAGHERNEJAD M', 'DALRYMPLE JB', 'BERNER L T', 'BECK P S A', 'LORANTY M M', 'CHENDEV YU G', 'ALEKSANDROVSKII A L', 'KHOKHLOVA O S', 'GARGIULO L', 'MELE G', 'TERRIBILE F', 'KOSTECKA A', 'KUZNETSOVA A M', 'LEBEDEVA II', 'LIU CM', 'ZHANG XY', 'ZHANG YQ', 'LYUBIMOVA IN', 'MUALEM Y', 'NEWELL RL', 'WILHELM WW', 'PINGITORE NE', 'SHEIN E V'];EURASIAN SOIL SCIENCE;Russia
Dynamics of ecological and biological characteristics of soddy-podzolic soils under long-term oil pollution;['PETROV AM', 'VERSIONING AA', 'KARIMULLIN LK', 'AKAIKIN DV', 'TARASOV OY'];"[""ANAN'EVA ND"", 'KHAKIMOV FI', 'DEEVA NF', 'ANANYEVA ND', 'BLAGODATSKAYA EB', 'DEMKINA TS', 'ANDERSON TH', 'DOMSCH KH', 'BLAGODATSKAYA EV', 'PIKOVSKII YI', 'GENNADIEV AN', 'CHERNYANSKII SS', 'SULEIMANOV RR', 'GABBASOVA IM', 'SITDIKOV RN', 'VERSHININ A A', 'PETROV A M', 'AKAIKIN D V']";EURASIAN SOIL SCIENCE;Russia
The influence of Aster x salignus Willd. Invasion on the diversity of soil yeast communities;['GLUSHAKOVA AM', 'KACHALKIN AV', 'CHERNOV IY'];['GLUSHAKOVA A M', 'KACHALKIN A V', 'CHERNOV I YU', 'GUSEV A P', 'RICHARDSON DAVID M', 'PYSEK PETR', 'YURKOV A M', 'KEMLER M', 'BEGEROW D'];EURASIAN SOIL SCIENCE;Russia
Ferrihydrite in soils;['VODYANITSKII YN', 'SHOBA SA'];['APPELO CAJ', 'VAN DER WEIDEN MJJ', 'TOURNASSAT C', 'AUDRY S', 'BLANC G', 'SCHAFER J', 'BARRON V', 'GALVEZ N', 'HOCHELLA MF', 'BERQUO THELMA S', 'BANERJEE SUBIR K', 'FORD ROBERT G', 'BOLAND DANIEL D', 'COLLINS RICHARD N', 'PAYNE TIMOTHY E', 'BOSCH JULIAN', 'HEISTER KATJA', 'HOFMANN THILO', 'BOSE P', 'SHARMA A', 'BOWELL RJ', 'BRAUNSCHWEIG JULIANE', 'KLIER CHRISTINE', 'SCHROEDER CHRISTIAN', 'CISMASU A CRISTINA', 'MICHEL F MARC', 'TCACIUC A PATRICIA', 'LEVARD CLEMENT', 'STEBBINS JONATHAN F', 'DIXIT S', 'HERING JG', 'EGGLETON RA', 'FITZPATRICK RW', 'EKSTROM EILEEN B', 'LEARMAN DERIC R', 'MADDEN ANDREW S', 'FREDRICKSON JK', 'ZACHARA JM', 'KENNEDY DW', 'FULLER CC', 'DAVIS JA', 'WAYCHUNAS GA', 'TORRENT J', 'GOLDBERG S', 'JOHNSTON CT', 'HANSEL CM', 'BENNER SG', 'FENDORF S', 'HOCHELLA MICHAEL F JR', 'LOWER STEVEN K', 'MAURICE PATRICIA A', 'JACKSON BP', 'MILLER WP', 'JAIN A', 'LOEPPERT RH', 'JAMBOR JL', 'DUTRIZAC JE', 'JANNEY DE', 'COWLEY JM', 'BUSECK PR', 'JOHNSON MG', 'MCBRIDE MB'];EURASIAN SOIL SCIENCE;Russia
Identification of carbonate pedofeatures of different ages in modern chernozems;['KOVDA IV', 'MORGUN EG', 'LEBEDEVA MP', 'OLEINIK SA', 'SHISHKOV VA'];['CERLING TE', 'QUADE J', 'WANG Y', 'DURAND NICOLAS', 'MONGER H CURTIS', 'CANTI MATTHEW G', 'KOVDA I', 'SYCHEVA S', 'LEBEDEVA M', 'KOVDA IRINA', 'MORGUN EVGENY', 'GONGALSKY KONSTANTIN', 'WILDING LP', 'DREES LR', 'MONTANEZ ISABEL P', 'OVECHKIN S V', 'BAZYKINA G S', 'BOWMAN JR', 'SKRIPKIN VV', 'KOVALIUKH NN'];EURASIAN SOIL SCIENCE;Russia
Variability in grain cadmium concentration among durum wheat cultivars: impact of aboveground biomass partitioning;['PERRIER F', 'YAN B', 'CANDAUDAP F', 'POKROVSKY OS', 'GOURDAIN E', 'MELEARD B', 'BUSSIERE S', 'CORIOU C', 'ROBERT T', 'NGUYEN C', 'CORNU JY'];['ARDUINI I', 'MASONI A', 'MARIOTTI M', 'BUCKLEY WAYNE T', 'BUCKLEY KATHERINE E', 'HUANG JIANZHONG (JOHN)', 'CAKMAK ISMAIL', 'PFEIFFER WOLFGANG H', 'MCCLAFFERTY BONNIE', 'CAO FANGBIN', 'AHMED IMRUL MOSADDEK', 'ZHENG WEITE', 'CHAN DY', 'HALE BA', 'CHEN FEI', 'DONG JING', 'WANG FANG', 'CLARKE J M', 'CLARKE F R', 'POZNIAK C J', 'CLEMENS STEPHAN', 'AARTS MARK G M', 'THOMINE SEBASTIEN', 'GAO XIAOPENG', 'BROWN KIMBERLEY R', 'RACZ GEZA J', 'GRAY CW', 'MOOT DJ', 'MCLAREN RG', 'GREGER MARIA', 'LANDBERG TOMMY', 'GUIGUES STEPHANIE', 'BRAVIN MATTHIEU N', 'GARNIER CEDRIC', 'HARRIS NEIL S', 'TAYLOR GREGORY J', 'HART JJ', 'WELCH RM', 'NORVELL WA', 'HART JONATHAN J', 'WELCH ROSS M', 'NORVELL WENDELL A', 'JARUP LARS', 'BERGLUND MARIKA', 'ELINDER CARL GUSTAF', 'KNOX R E', 'KUBO KATASHI', 'WATANABE YOSHIAKI', 'OYANAGI ATSUSHI', 'LAPORTE MARIE-ALINE', 'STERCKEMAN THIBAULT', 'DAUGUET SYLVIE', 'LOMBI ENZO', 'SMITH EUAN', 'HANSEN THOMAS H', 'MCGRATH SP', 'ZHAO FJ', 'LOMBI E', 'QIU QIU', 'WANG YUTAO', 'YANG ZHONGYI', 'RIZWAN MUHAMMAD', 'MEUNIER JEAN-DOMINIQUE', 'MICHE HELENE', 'SARWAR NADEEM', 'SAIFULLAH', 'MALHI SUKHDEV S', 'SASAKI AKIMASA', 'YAMAJI NAOKI', 'YOKOSHO KENGO'];PLANT AND SOIL;Russia
Tree encroachment may lead to functionally-significant changes in peatland testate amoeba communities;['PAYNE RJ', 'CREEVY A', 'MALYSHEVA E', 'RATCLIFFE J', 'ANDERSEN R', 'TSYGANOV AN', 'ROWSON JG', 'MARCISZ K', 'ZIELINSKA M', 'LAMENTOWICZ M', 'LAPSHINA ED', 'MAZEI Y'];"['AGNEW ADQ', 'WILSON JB', 'SYKES MT', 'BERG EDWARD E', 'HILLMAN KACY MCDONNELL', 'DIAL ROMAN', 'BLOIS JESSICA L', 'WILLIAMS JOHN W', 'FITZPATRICK MATTHEW C', 'BRAY JR', 'CURTIS JT', 'DUFRENE M', 'LEGENDRE P', 'ESPER J', 'SCHWEINGRUBER FH', 'FOURNIER BERTRAND', 'MALYSHEVA ELENA', 'MAZEI YURI', 'GILBERT D', 'AMBLARD C', 'BOURDIER G', 'GROFFMAN PETER M', 'FISK MELANY C', 'DRISCOLL CHARLES T', 'HARSCH MELANIE A', 'HULME PHILIP E', 'MCGLONE MATT S', 'HEIJMANS MONIQUE M P D', 'VAN DER KNAAP YASMIJN A M', 'HOLMGREN MILENA', 'LIN CHING-YEN', 'MURILLO JULIAN E', 'JASSEY VINCENT E J', 'SIGNARBIEUX CONSTANT', 'HAETTENSCHWILER STEPHAN', 'GALKA M', 'LAMENTOWICZ L', 'BRAGAZZA L', 'BUTTLER A', 'LAMENTOWICZ MARIUSZ', 'SLOWINSKI MICHAL', 'MARCISZ KATARZYNA', 'LIMPENS JUUL', 'VAN EGMOND EMILY', 'LI BINGXI', 'MACDONALD G M', 'KREMENETSKI K V', 'BEILMAN D W', 'LAMENTOWICZ LUKASZ', 'SLOWINSKA SANDRA', 'PAYNE RICHARD J', 'MITCHELL EDWARD A D', 'QIAN SS', 'KING RS', 'RICHARDSON CJ', 'SHIYATOV SG', ""TERENT'EV MM"", 'FOMIN VV', 'WADDINGTON J M', 'MORRIS P J', 'KETTRIDGE N', 'WILKINSON DAVID M', 'YU Z C']";SOIL BIOLOGY & BIOCHEMISTRY;Russia
Microbial immobilisation of phosphorus in soils exposed to drying-rewetting and freeze-thawing cycles;['YEVDOKIMOV I', 'LARIONOVA A', 'BLAGODATSKAYA E'];"['ACHAT DAVID L', 'BAKKER MARK R', 'AUGUSTO LAURENT', 'GALLET-BUDYNEK ANNE', 'SAUR ETIENNE', 'ALEKSEEVA T', 'ALEKSEEV A', 'MAHER B A', 'AZAM F', 'MULVANEY RL', 'STEVENSON FJ', 'BAON JB', 'SMITH SE', 'ALSTON AM', 'BLACKWELL M S A', 'BROOKES R C', 'DE LA FUENTE-MARTINEZ N', 'BLAGODATSKY SA', 'YEVDOKIMOV IV', 'BORKEN WERNER', 'MATZNER EGBERT', 'BROOKES PC', 'POWLSON DS', 'JENKINSON DS', 'BUENEMANN E K', 'KELLER B', 'HOOP D', 'OBERSON A', 'LIEBISCH F', 'BUENEMANN ELSE KATRIN', 'BUNEMANN E K', 'MARSCHNER P', 'MCNEILL A M', 'BUTTERLY C R', 'BUTTERLY CLAYTON R', 'MCNEILL ANN M', 'BALDOCK JEFF A', 'CHEESMAN ALEXANDER W', 'TURNER BENJAMIN L', 'REDDY K RAMESH', ""D'ANGELO E"", 'CRUTCHFIELD J', 'VANDIVIERE M', 'DIJKSTRA FEIKE A', 'HE MINGZHU', 'JOHANSEN MATHEW P', 'EDENHOFER OTTMAR', 'PICHS-MADRUGA RAMON', 'SOKONA YOUBA', 'FIERER N', 'SCHIMEL JP', 'FROSSARD E', 'CONDRON LM', 'FROSSARD EMMANUEL', 'BERNASCONI STEFANO M', 'HEDLEY MJ', 'STEWART JWB', 'JENKINSON D S', 'KAISER MICHAEL', 'KLEBER MARKUS', 'BERHE ASMERET ASEFAW']";BIOLOGY AND FERTILITY OF SOILS;Russia
Cation exchange retards shell carbonate recrystallization: consequences for dating and paleoenvironmental reconstructions;['ZAMANIAN K', 'PUSTOVOYTOV K', 'KUZYAKOV Y'];"['ARRHEILLUS G', 'KJELLBERG G', 'LIBBY W F', 'CHADWICK OA', 'GAVENDA RT', 'KELLY EF', 'FEAKINS SARAH J', 'LEVIN NAOMI E', 'LIDDY HANNAH M', 'FERRELL RE', 'BROOKS RA', 'FINDLATER GENEVIVE', 'SHELTON ADAM', 'ROLIN TIMOTHY', 'GOCKE MARTINA', 'PUSTOVOYTOV KONSTANTIN', 'KUZYAKOV YAKOV', 'HAHN S', 'RODOLFO-METALPA R', 'GRIESSHABER E', 'JANZ LISA', 'ELSTON ROBERT G', 'BURR GEORGE S', 'KARBERG NJ', 'PREGITZER KS', 'KING JS', 'HILINSKI TE', 'KULP JL', 'FEELY HW', 'TRYON LE', 'SHEVTZOVA E', 'LEVY R', 'MAGEE JOHN W', 'MILLER GIFFORD H', 'SPOONER NIGEL A', 'NORRSTROM AC', ""O'NEIL DANE D"", 'GILLIKIN DAVID P', 'PATE FD', 'HUTTON JH', 'NORRISH K', 'PAUSCH JOHANNA', 'PIGATI JEFFREY S', 'RECH JASON A', 'NEKOLA JEFFREY C', 'MCGEEHIN JOHN P', 'MUHS DANIEL R', 'PIGATI JS', 'QUADE J', 'SHAHANAN TM', 'PORDER STEPHEN', 'JOHNSON ARTHUR H', 'XING HAO XING', 'PUSTOVOYTOV KE', 'RIEHL S', 'MITTMANN S', 'RIEHL SIMONE', 'SCHOLL DW', 'SEARS SO', 'LANGMUIR D', 'STOLWIJK JAJ', 'THIMANN KV']";CATENA;Russia
Transformation of soil organic matter in leached chernozems under minimized treatment in the forest-steppe of West Siberia;['SHARKOV IN', 'SAMOKHVALOVA LM', 'MISHINA PV'];['ANGERS DA', 'BOLINDER MA', 'CARTER MR', 'GANZHARA N F', 'BORISOV B A', 'CHEVCHENKO A V', 'GORBACHEVA A E', 'HERMLE SANDRA', 'ANKEN THOMAS', 'LEIFELD JENS', 'KERSHENS M', 'KIRYUSHIN V I', 'LEBEDEVA I N', 'VLASENKO A N', 'IODKO L N', 'KOGUT BM', 'NIKIFORENKO L I', 'NIKITIN B A', 'PASSIANOTO CC', 'AHRENS T', 'FEIGL BJ', 'PONOMAREVA VV', 'SEMENOV V M', 'IVANNIKOVA L A', 'KUZNETSOVA T V', 'SHARKOV I N', 'DANILOVA A A', 'SAMOKHVALOVA L M', 'MISHINA P V'];EURASIAN SOIL SCIENCE;Russia
Cryptic genetic lineages in Eisenia nordenskioldi pallida (Oligochaeta, Lumbricidae);['SHEKHOVTSOV SV', 'BERMAN DI', 'BAZAROVA NE', 'BULAKHOVA NA', 'PORCO D', 'PELTEK SE'];['ATOPKIN DMITRY M', 'GANIN GENNADY N', 'BERMAN D I', 'MESHCHERYAKOVA E N', 'LEIRIKH A N', 'BESSOLITSYNA E P', 'BLAKEMORE ROBERT J', 'CAMERON ERIN K', 'BAYNE ERIN M', 'COLTMAN DAVID W', 'DONNELLY ROBERT K', 'HARPER GEORGINA L', 'MORGAN A JOHN', 'DUPONT L', 'LAZREK F', 'FERNANDEZ ROSA', 'NOVO MARTA', 'MARCHAN DANIEL F', 'ALMODOVAR ANA', 'FOLMER O', 'BLACK M', 'HOEH W', 'GISKA IWONA', 'SECHI PIERFRANCESCO', 'BABIK WIESLAW', 'HEETHOFF M', 'ETZOLD K', 'SCHEU S', 'HONG YONG', 'CSUZDI CSABA', 'JAMES SAMUEL W', 'PORCO DAVID', 'DECAENS THIBAUD', 'KING R ANDREW', 'TIBBLE AMY L', 'SYMONDSON WILLIAM O C', 'KLARICA JASMIN', 'KLOSS-BRANDSTAETTER ANITA', 'TRAUGOTT MICHAEL', 'MESHEHERYAKOVA E N', 'MINAMIYA YUKIO', 'YOKOYAMA JUN', 'FUKUDA TATSUYA', 'FERNANDEZ MARCHAN DANIEL'];EUROPEAN JOURNAL OF SOIL BIOLOGY;Russia
MODELING POWDER X-RAY DIFFRACTION PATTERNS OF THE CLAY MINERALS SOCIETY KAOLINITE STANDARDS: KGA-1, KGA-1b, AND KGa-2;['SAKHAROV BA', 'DRITS VA', 'MCCARTY DK', 'WALKER GM'];['ARTIOLI G', 'BELLOTTO M', 'GUALTIERI A', 'BACHMAF SAMER', 'MERKEL BRODER J', 'BAILEY SW', 'BALAN E', 'SAITTA AM', 'MAURI F', 'BALAN ETIENNE', 'DELATTRE SIMON', 'GUILLAUMET MAXIME', 'BISH DL', 'VONDREELE RB', 'BOOKIN AS', 'PLANCON A', 'BRINDLEY GW', 'KAO CC', 'HARRISON JL', 'NAKAHIRA M', 'CHIPERA SJ', 'DRITS V', 'SRODON J', 'EBERL DD', 'DAINYAK LG', 'LINDGREEN H', 'DRITS VICTOR A', 'DERKOWSKI ARKADIUSZ', 'MCCARTY DOUGLAS K', 'FERRAGE ERIC', 'LANSON BRUNO', 'SAKHAROV BORIS A', 'FRANCO F', 'PEREZ-MAQUEDA LA', 'PEREZ-RODRIGUEZ JL', 'FROST RL', 'VASSALLO AM', 'GIESE RF'];CLAYS AND CLAY MINERALS;Russia
Properties of Solonetzes on Terraces of Salt Lakes Bulukhta and Khaki in the Caspian Lowland;['SHABANOVA NP', 'LEBEDEVA MP'];['ARINUSHKINA EV', 'KELLOGG CE', 'KHITROV NB', 'KOLESNIKOV A V', 'SOKOLOVA T A', 'SIZEMSKAYA M L', 'LEBEDEVA M P', 'KONYUSHKOVA M V'];EURASIAN SOIL SCIENCE;Russia
Composition and Pools of Humus in Natural and Agrogenic Soils of the Kamchatka Peninsula;['KISELEVA IV', 'PURTOVA LN', 'KOSTENKOV NM'];"['GERASIMOV I P', ""IL'INA L P"", 'LIVEROVSKIY YA', 'ORLOV DS', 'BIRYUKOVA ON', 'ROZANOVA MS', 'SOKOLOV I A', 'BELOUSOVA N I', 'SOKOLOV IA', 'ZAKHARIKHINA L V', 'LITVINENKO YU S', 'ZHARIKOVA E A', 'GOLODNAYA O M', 'ZONN SV']";EURASIAN SOIL SCIENCE;Russia
Chemical Composition of Water-Soluble Fraction in Soils on Glaciolacustrine Deposits of the Russian Plain;['PANOVA EG', 'OLEINIKOVA GA', 'MATINYAN NN', 'BAKHMATOVA KA'];"['ADAMS F', 'BURMESTER C', 'HUE NV', 'CANCES B', 'PONTHIEU M', 'CASTREC-ROUELLE M', 'EL-FARHAN YH', 'DENOVIO NM', 'HERMAN JS', 'ESSINGTON ME', 'FEDOTOV G N', 'BYSTROVA O N', 'MARTYNKINA E A', ""DOBROVOL'SKII G V"", 'PUTLYAEV V I', 'GIESLER R', 'LUNDSTROM US', 'GRIP H', 'KAPLAN DANIEL I', 'BERTSCH PAUL M', 'ADRIANO DOMY C', 'KARAVANOVA E I', 'TIMOFEEVA E A', 'SEQUARIS JEAN-MARIE', 'KLUMPP ERWIN', 'VEREECKEN HARRY', 'SETA AK', 'KARATHANASIS AD', 'SHEIN E V', 'DEVIN B A', 'SIEMENS J', 'ILG K', 'LANG F']";EURASIAN SOIL SCIENCE;Russia
Near Infrared Spectroscopy Techniques for Soil Contamination Assessment in the Nile Delta;['MOHAMED ES', 'ALI AM', 'EL SHIRBENY MA', 'EL RAZEK AAA', 'SAVIN IY'];['BADAWY R K', 'EL-GAWAD A M A', 'OSMAN H E', 'BONIFAZI G', 'MENESATTI P', 'MILLOZZA M', 'CHANG CW', 'LAIRD DA', 'MAUSBACH MJ', 'DURUIBE J O', 'OGWUEGBU M O C', 'EGWURUGWU J N', 'GANNOUNI S', 'REBAI N', 'ABDELJAOUED S', 'MCCARTY GW', 'REEVES JB', 'REEVES VB', 'MOHAMED E S', 'MORGUN E G', 'KOVDA I V', 'MOHAMED ELSAIED SAID MOHAMED', 'ALI COMA BOTKHINA SAAD MOKHAMMED', 'SHURAVILIN A V', 'PANDIT CAAMINEE M', 'FILIPPELLI GABRIEL M', 'LI LIN', 'ROSSEL RAV', 'WALVOORT DJJ', 'MCBRATNEY AB'];EURASIAN SOIL SCIENCE;Russia
Dynamics of the Microaggregate Composition of Chernozem in Relation to Changes in the Content of Organic Matter;['KRYSHCHENKO VS', 'ZAMULINA IV', 'RYBYANETS TV', 'KRAVTSOVA NE', 'BIRYUKOVA OA', 'GOLOZUBOV OM'];['AKHTYRTSEV B P', 'YABLONSKIKH L A', 'KRYSHCHENKO V S', 'RYBIANETS T V', 'KRAVTSOVA N Y', 'RYBYANETS T V', 'BIRYUKOVA O A', 'MIROSHNICHENKO NN', 'OVCHINNIKOVA M F', 'STEMMER M', 'GERZABEK MH', 'KANDELER E', 'TITOVA N A'];EURASIAN SOIL SCIENCE;Russia
A Comparative Analysis of Microbiomes in Natural and Anthropogenically Disturbed Soils of Northwestern Kazakhstan;['PERSHINA EV', 'IVANOVA EA', 'NAGIEVA AG', 'ZHIENGALIEV AT', 'CHIRAK EL', 'ANDRONOV EE', 'SERGALIEV NK'];['ANDRONOV E E', 'PETROVA S N', 'PINAEV A G', 'BATES SCOTT T', 'BERG-LYONS DONNA', 'CAPORASO J GREGORY', 'BLOCHL E', 'RACHEL R', 'BURGGRAF S', 'KUCZYNSKI JUSTIN', 'STOMBAUGH JESSE', 'CHIRAK E L', 'PERSHINA E V', 'DOLNIK A S', 'DANIEL R', 'DEBRUYN JENNIFER M', 'NIXON LAUREN T', 'FAWAZ MARIAM N', 'DESANTIS T Z', 'HUGENHOLTZ P', 'LARSEN N', 'DUMOVA V A', 'MERZLYAKOVA YA V', 'FIERER N', 'JACKSON RB', 'FIERER NOAH', 'LEFF JONATHAN W', 'ADAMS BYRON J', 'HANDELSMAN J', 'HARTMANN ANTON', 'LEMANCEAU PHILIPPE', 'PROSSER JAMES I', 'HARTMANN MARTIN', 'FREY BEAT', 'MAYER JOCHEN', 'LAUBER CHRISTIAN L', 'STRICKLAND MICHAEL S', 'BRADFORD MARK A', 'LI RU', 'KHAFIPOUR EHSAN', 'KRAUSE DENIS O', 'LOZUPONE CATHERINE A', 'KNIGHT ROB', 'LUPATINI MANOELI', 'SULEIMAN AFNAN K A', 'JACQUES RODRIGO J S', 'MARTIN E', 'KLUG K', 'FRISCHMANN A', 'NACKE HEIKO', 'THUERMER ANDREA', 'WOLLHERR ANTJE', 'RANJARD LIONEL', 'DEQUIEDT SAMUEL', 'LELIEVRE MELANIE', 'ROESCH LUIZ FW', 'FULTHORPE ROBERTA R', 'RIVA ALBERTO', 'RONDON MR', 'AUGUST PR', 'BETTERMANN AD', 'SHANGE RAYMON S', 'ANKUMAH RAMBLE O', 'IBEKWE ABASIOFIOK M'];EURASIAN SOIL SCIENCE;Russia
Determination of Carbon and Nitrogen in Microbial Biomass of Southern-Taiga Soils by Different Methods;['MAKAROV MI', 'MALYSHEVA TI', 'MASLOV MN', 'KUZNETSOVA EY', 'MENYAILO OV'];"['ANANYEVA N D', 'SUSYAN E A', 'GAVRILENKO E G', 'POLYANSKAYA L M', 'ANDERSON JPE', 'DOMSCH KH', 'ANDERSON TH', 'JOERGENSEN RG', 'BABIUK L A', 'PAUL E A', 'BECK T', 'KANDELER E', 'BLAGODATSKI S A', 'BLAGODATSKAYA E V', 'GORBENKO A YU', 'BLAGODATSKY SA', 'YEVDOKIMOV IV', 'BREMER E', 'VANKESSEL C', 'BROOKES PC', 'LANDMAN A', 'PRUDEN G', 'CHENG WX', 'VIRGINIA RA', ""ANAN'EVA N D"", 'JENKINSON DS', 'OADES JM', 'POWLSON DS', 'WEDDERBURN RWM', 'JOERGENSEN RAINER GEORG', 'KAISER EA', 'MARTENS R', 'HEINEMEYER O', 'MUELLER T', 'MAKAROV M I', 'SHULEVA M S', 'MALYSHEVA T I', 'MENYAILO O V', 'MULYUKOVA O S', 'POLYANSKAYA LM', 'GOLOVCHENKO AV', 'ZVYAGINTSEV DG', 'ROSS DJ', 'VANCE ED', 'WU J', 'POMMERENING B', 'XU XINGKAI', 'INUBUSHI KAZUYUKI', 'SAKAMOTO KAZUNORI', 'SAHA S']";EURASIAN SOIL SCIENCE;Russia
Promising Approaches to the Purification of Soils and Groundwater from Hydrocarbons (A Review);['VODYANITSKII YN', 'TROFIMOV SY', 'SHOBA SA'];"['AITKEN C M', 'JONES D M', 'MAGUIRE M J', 'ALLEN ERIK W', 'ANDERSON RT', 'LOVLEY DR', 'ROONEY-VARGA JN', 'GAW CV', 'BACIOCCHI R', 'BONI MR', ""D'APRILE L"", 'BAEDECKER MJ', 'COZZARELLI IM', 'EGANHOUSE RP', 'BALASHOVA VV', 'ZAVARZIN GA', 'BEKINS BA', 'BERWANGER D J', 'BARKER J F', 'BIANCHIMOSQUERA GC', 'ALLENKING RM', 'MACKAY DM', 'BOND DR', 'BORDEN RC', 'GOIN RT', 'KAO CM', 'CASSIDY DP', 'IRVINE RL', 'CHAPELLE FH', 'BRADLEY PM', 'COATES JD', 'ELLIS DJ', 'BLUNT-HARRIS EL', 'DOLFING JAN', 'VAN EEKERT MIRIAM', 'SEECH ALAN', 'ELSHAHED MS', 'GIEG LM', 'MCINERNEY MJ', 'ESSAID HI', 'GODSY EM', 'FEDORAK PM', 'COY DL', 'DUDAS MJ', 'SUFLITA JM', 'GROSSI VINCENT', 'CRAVO-LAUREAU CRISTIANA', 'GUYONEAUD REMY', 'HOLOWENKO FM', 'MACKINNON MD', 'JUNG YONGSIK', 'PARK JOO-YANG', 'KO SEOK-OH', 'KAKARLA PKC', 'WATTS RJ', 'KAMBHU ANN', 'COMFORT STEVE', 'CHOKEJAROENRAT CHANAT', 'KANG N', 'HUA I']";EURASIAN SOIL SCIENCE;Russia
